name,platform,genre,publisher,developer,rating,year_of_release,na_sales,eu_sales,jp_sales,other_sales,global_sales,critic_score,critic_count,user_score,user_count
Sacra Terra: Angelic Night,PC,Puzzle,Avanquest,"Viva Media, Viva Media, LLC",T,2011.0,0.01,0.02,0.0,0.01,0.03,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Assault Rigs,PS,Action,Electronic Arts Victor,unknown,E,1996.0,0.02,0.02,0.0,0.0,0.04,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Hiiro no Kakera: Shin Tamayori Hime Denshou Portable,PSP,Adventure,Idea Factory,unknown,E,2010.0,0.0,0.0,0.01,0.0,0.01,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Kirby: Triple Deluxe,3DS,Platform,Nintendo,HAL Labs,E,2014.0,0.61,0.34,0.79,0.09,1.83,80.0,68.0,8.8,206.0
Lost Dimension,PSV,Role-Playing,Nippon Ichi Software,FuRyu,T,2014.0,0.03,0.01,0.02,0.02,0.08,72.0,28.0,8.3,35.0
MTV Sports: Pure Ride,PS,Sports,THQ,Radical Entertainment,E,2000.0,0.07,0.05,0.0,0.01,0.12,70.0,9.0,7.126899879372738,163.0088459991958
Crash Bandicoot: The Wrath of Cortex,GC,Platform,Universal Interactive,Traveller's Tales,E,2002.0,0.46,0.12,0.0,0.02,0.59,62.0,11.0,7.3,22.0
FIFA Soccer 11,PS2,Sports,Electronic Arts,EA Sports,E,2010.0,0.11,0.29,0.0,0.36,0.76,68.9971185166625,26.440992232523175,6.6,7.0
Root Double: Before Crime After Days,X360,Action,Yeti,unknown,E,2012.0,0.0,0.0,0.01,0.0,0.01,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Imagine: Reporter,DS,Simulation,Ubisoft,Magic Pockets,E,2010.0,0.08,0.01,0.0,0.01,0.09,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Spy Hunter,XB,Racing,Midway Games,Point of View,T,2002.0,0.25,0.07,0.0,0.01,0.34,71.0,19.0,7.126899879372738,163.0088459991958
Army Corps of Hell,PSV,Action,Square Enix,"Entersphere, Inc.",M,2011.0,0.04,0.04,0.0,0.02,0.09,57.0,43.0,6.6,28.0
World Series Baseball 2K3,PS2,Sports,Sega,Blue Shift,E,2003.0,0.12,0.1,0.0,0.03,0.25,87.0,21.0,8.7,19.0
Persona Q: Shadow of the Labyrinth,3DS,Role-Playing,Nippon Ichi Software,Atlus,M,2014.0,0.34,0.07,0.27,0.04,0.72,83.0,56.0,8.1,169.0
F.E.A.R. 3,X360,Shooter,Warner Bros. Interactive Entertainment,Day 1 Studios,M,2011.0,0.3,0.11,0.01,0.04,0.45,75.0,71.0,7.0,139.0
Classic Action: Devilish,DS,Misc,505 Games,Starfish,T,2005.0,0.06,0.0,0.0,0.0,0.07,40.0,6.0,7.126899879372738,163.0088459991958
Famicom Mini: Dig Dug,GBA,Puzzle,Namco Bandai Games,unknown,E,2004.0,0.0,0.0,0.05,0.0,0.05,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Madden NFL 07,DS,Sports,Electronic Arts,Exient Entertainment,E,2006.0,0.2,0.0,0.0,0.02,0.21,70.0,9.0,6.5,10.0
Star Fox 64,N64,Shooter,Nintendo,unknown,E,1997.0,2.78,0.58,0.64,0.04,4.03,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Kung-Fu: High Impact,X360,Action,Black Bean Games,Virtual Air Guitar Company,T,2011.0,0.08,0.05,0.0,0.01,0.13,56.0,18.0,7.8,20.0
Cabbage Patch Kids: The Patch Puppy Rescue,GBA,Misc,D3Publisher,unknown,E,2007.0,0.01,0.0,0.0,0.0,0.02,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Kung Fu Panda,PS3,Action,Activision,"Luxoflux, Inc.",E10+,2008.0,0.21,0.21,0.0,0.09,0.51,76.0,23.0,7.3,18.0
Karaoke Revolution Presents American Idol Encore 2,X360,Misc,Konami Digital Entertainment,Blitz Games,E10+,2008.0,0.08,0.0,0.0,0.01,0.09,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Metal Gear Ac!d 2,PSP,Strategy,Konami Digital Entertainment,unknown,E,2005.0,0.11,0.0,0.05,0.01,0.18,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
NERF N-Strike Elite,Wii,Shooter,Electronic Arts,EA Salt Lake,E10+,2009.0,0.93,0.0,0.0,0.07,1.0,67.0,12.0,4.5,6.0
Harvest Moon 64,N64,Simulation,Pack In Soft,unknown,E,1999.0,0.25,0.06,0.11,0.06,0.48,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Michael Jackson: The Experience,PSV,Misc,Ubisoft,Ubisoft,E10+,2011.0,0.04,0.03,0.0,0.02,0.09,57.0,27.0,5.8,19.0
Fantastic Four: Rise of the Silver Surfer,Wii,Action,Take-Two Interactive,7 Studios,T,2007.0,0.04,0.01,0.0,0.0,0.05,39.0,16.0,5.9,15.0
Tekken 6,X360,Fighting,Namco Bandai Games,"Namco Bandai Games America, Namco Bandai Games",T,2009.0,0.71,0.41,0.05,0.12,1.3,80.0,59.0,7.0,132.0
"Warhammer 40,000: Space Marine",X360,Shooter,THQ,Relic,M,2011.0,0.25,0.26,0.0,0.06,0.56,76.0,57.0,7.8,232.0
DJ Max Technika Tune,PSV,Misc,CyberFront,unknown,E,2012.0,0.0,0.0,0.01,0.0,0.01,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Jurassic: The Hunted,PS2,Shooter,Activision,Activision,T,2009.0,0.07,0.06,0.0,0.02,0.14,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Dancing With The Stars,PS2,Misc,Activision,Zoe Mode,E10+,2007.0,0.08,0.06,0.0,0.02,0.16,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Love Plus +,DS,Simulation,Konami Digital Entertainment,unknown,E,2010.0,0.0,0.0,0.23,0.0,0.23,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Senran Kagura 2: Deep Crimson ,3DS,Action,Marvelous Entertainment,Tamsoft,M,2014.0,0.1,0.02,0.08,0.01,0.22,58.0,28.0,6.8,56.0
Fishing Master (jp sales),Wii,Sports,Konami Digital Entertainment,unknown,E,2007.0,0.0,0.0,0.06,0.0,0.06,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
The Amazing Spider-Man 2 (2014),3DS,Action,Activision,unknown,E,2014.0,0.03,0.03,0.0,0.01,0.06,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Dark Sector,PS3,Shooter,D3Publisher,Digital Extremes,M,2008.0,0.23,0.16,0.01,0.07,0.47,72.0,47.0,7.6,70.0
Spider-Man: The Movie,PS2,Action,Activision,Treyarch,E,2002.0,2.71,1.51,0.03,0.23,4.48,76.0,25.0,7.9,41.0
James Pond: Codename Robocod,GBA,Platform,Play It,unknown,E,2005.0,0.02,0.01,0.0,0.0,0.03,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Need for Speed Underground,GC,Racing,Electronic Arts,Electronic Arts,E,2003.0,0.69,0.48,0.01,0.03,1.21,83.0,24.0,9.0,45.0
World Championship Cards,PSP,Misc,Crave Entertainment,Crave,E,2008.0,0.19,0.0,0.0,0.02,0.2,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Olympic Summer Games: Atlanta 1996,PS,Sports,U.S. Gold,unknown,E,1996.0,0.06,0.04,0.0,0.01,0.1,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Chicken Blaster,Wii,Shooter,Zushi Games,Zoo Games,T,2009.0,0.29,0.0,0.0,0.02,0.32,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Mobile Suit Gundam: Gundam vs. Zeta Gundam,PS2,Shooter,Namco Bandai Games,Capcom,T,2004.0,0.03,0.02,0.0,0.01,0.06,57.0,16.0,8.6,11.0
Tony Hawk's Pro Skater 3,N64,Sports,Activision,unknown,E,2002.0,0.06,0.02,0.0,0.0,0.08,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Chicken Shoot,Wii,Action,Zoo Digital Publishing,Destination Software,E10+,2007.0,0.32,0.0,0.0,0.02,0.35,27.0,9.0,4.8,26.0
Fallout 3,PC,Role-Playing,Bethesda Softworks,Bethesda Game Studios,M,2008.0,0.02,0.88,0.0,0.08,0.98,91.0,48.0,7.9,3450.0
Momotarou Dentetsu V,PS,Misc,Hudson Entertainment,unknown,E,1999.0,0.0,0.0,0.44,0.03,0.47,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Hidden Mysteries: Titanic - Secrets of the Fateful Voyage,Wii,Adventure,GSP,unknown,E,2009.0,0.11,0.07,0.0,0.02,0.2,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
The Darkness II,PC,Shooter,Take-Two Interactive,Digital Extremes,M,2012.0,0.1,0.03,0.0,0.01,0.14,77.0,20.0,7.6,448.0
Tomba! 2: The Evil Swine Return,PS,Platform,Sony Computer Entertainment,unknown,E,1999.0,0.16,0.11,0.0,0.02,0.29,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Super Hero Generation,PSV,Role-Playing,Namco Bandai Games,unknown,E,2014.0,0.0,0.0,0.04,0.0,0.04,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
NBA 2K,DC,Sports,Sega,unknown,E,1999.0,0.0,0.0,0.05,0.0,0.05,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Sonic Lost World,3DS,Platform,Sega,Dimps Corporation,E10+,2013.0,0.24,0.14,0.07,0.03,0.49,59.0,34.0,6.5,144.0
Outlaw Tennis,PS2,Sports,Global Star,Hypnotix,M,2005.0,0.04,0.03,0.0,0.01,0.08,67.0,15.0,7.126899879372738,163.0088459991958
Dynasty Warriors: Eiketsuden,PSV,Action,Tecmo Koei,unknown,E,2016.0,0.0,0.0,0.01,0.0,0.01,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Titanic Mystery,Wii,Puzzle,O-Games,Purple Hills,T,2010.0,0.02,0.0,0.0,0.0,0.02,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
FIFA 14,3DS,Sports,Electronic Arts,unknown,E,2013.0,0.0,0.22,0.0,0.01,0.24,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Supreme Commander,X360,Strategy,505 Games,Hellbent Games,E10+,2008.0,0.07,0.01,0.0,0.01,0.09,56.0,24.0,5.7,19.0
Auto Destruct,PS,Action,Electronic Arts,unknown,E,1998.0,0.04,0.03,0.0,0.01,0.08,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Battle Hunter,PS,Strategy,Midas Interactive Entertainment,unknown,E,1999.0,0.02,0.01,0.0,0.0,0.04,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Spider-Man 3,Wii,Platform,Activision,Vicarious Visions,T,2007.0,0.42,0.02,0.0,0.04,0.47,53.0,39.0,5.3,29.0
Where's Waldo? The Fantastic Journey,Wii,Adventure,Ubisoft,Classic Media Distribution Limited,E,2009.0,0.17,0.0,0.0,0.01,0.19,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Barbarian,PS2,Fighting,Titus,Saffire,T,2002.0,0.07,0.06,0.0,0.02,0.14,63.0,22.0,7.126899879372738,163.0088459991958
Last Ranker,PSP,Role-Playing,Capcom,unknown,E,2010.0,0.0,0.0,0.13,0.0,0.13,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
James Bond 007: Agent Under Fire,GC,Shooter,Electronic Arts,Electronic Arts,T,2002.0,0.56,0.15,0.0,0.02,0.72,74.0,16.0,6.8,25.0
Grudge Warriors,PS,Action,Take-Two Interactive,unknown,E,1999.0,0.23,0.16,0.0,0.03,0.41,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Mobile Suit Gundam version 2.0,PS,Action,Namco Bandai Games,unknown,E,1996.0,0.0,0.0,0.36,0.02,0.38,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Guinness World Records: The Videogame,Wii,Action,Warner Bros. Interactive Entertainment,TT Fusion,E10+,2008.0,0.46,0.47,0.0,0.11,1.03,67.0,12.0,7.0,8.0
Dishonored,PC,Action,Bethesda Softworks,unknown,E,2012.0,0.26,0.19,0.0,0.06,0.51,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Chibi-Robo! Park Patrol,DS,Adventure,Unknown,Skip Ltd.,E,2007.0,0.0,0.0,0.19,0.0,0.19,78.0,14.0,7.5,13.0
Crime Killer,PS,Racing,Interplay,unknown,E,1998.0,0.07,0.04,0.0,0.01,0.12,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Big Brain Academy: Wii Degree,Wii,Misc,Nintendo,Nintendo,E,2007.0,1.05,1.91,0.41,0.42,3.79,68.0,33.0,6.9,39.0
Seinaru Kana: Orichalcum no Na no Motoni,PSP,Action,CyberFront,unknown,E,2012.0,0.0,0.0,0.02,0.0,0.02,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Duke Nukem: Zero Hour,N64,Shooter,GT Interactive,unknown,E,1999.0,0.21,0.05,0.0,0.0,0.26,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Little League World Series Baseball 2008,DS,Sports,Activision,Black Lantern Studios,E,2008.0,0.06,0.0,0.0,0.0,0.06,61.0,5.0,7.126899879372738,163.0088459991958
Bakugan Battle Brawlers: Defenders of the Core,DS,Action,Activision,Now Production,E10+,2010.0,0.41,0.02,0.02,0.03,0.48,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
EA Sports Grand Slam Tennis,Wii,Sports,Electronic Arts,unknown,E,2009.0,0.28,0.51,0.02,0.11,0.91,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Guitar Hero: Metallica,PS2,Misc,Activision,Neversoft Entertainment,T,2009.0,0.17,0.13,0.0,0.04,0.35,68.9971185166625,26.440992232523175,7.6,9.0
Pirates of the Caribbean: At World's End,PS2,Action,Disney Interactive Studios,Eurocom Entertainment Software,T,2007.0,0.2,0.16,0.0,0.05,0.42,54.0,10.0,7.0,10.0
Metal Slug Anthology,Wii,Shooter,Ignition Entertainment,Terminal Reality,T,2006.0,0.12,0.01,0.0,0.01,0.14,73.0,38.0,8.0,22.0
Rock Band Track Pack: Classic Rock,PS2,Misc,MTV Games,Harmonix Music Systems,T,2009.0,0.1,0.08,0.0,0.03,0.2,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Bratz: Forever Diamondz,DS,Adventure,THQ,Barking Lizards,E,2006.0,0.43,0.88,0.0,0.18,1.48,68.9971185166625,26.440992232523175,6.5,4.0
Grand Theft Auto: San Andreas,XB,Action,Take-Two Interactive,Rockstar North,AO,2005.0,1.26,0.61,0.0,0.09,1.95,93.0,58.0,8.6,118.0
Ghost Trick: Phantom Detective,DS,Adventure,Capcom,Capcom,T,2010.0,0.17,0.07,0.12,0.02,0.38,83.0,60.0,9.0,127.0
Super Momotarou Dentetsu III,SNES,Simulation,Hudson Soft,unknown,E,1994.0,0.0,0.0,0.91,0.0,0.91,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
The Golden Compass,PS3,Action,Sega,Shiny Entertainment,E10+,2007.0,0.14,0.1,0.0,0.05,0.28,40.0,17.0,4.8,16.0
AKB1/149: Love Election,PSP,Adventure,Namco Bandai Games,unknown,E,2012.0,0.0,0.0,0.23,0.0,0.23,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Agassi Tennis Generation,PS2,Sports,DreamCatcher Interactive,Aqua Pacific,E,2003.0,0.04,0.03,0.0,0.01,0.09,68.9971185166625,26.440992232523175,6.0,4.0
Legion: The Legend of Excalibur,PS2,Action,Midway Games,7 Studios,M,2002.0,0.11,0.09,0.0,0.03,0.22,51.0,21.0,7.0,6.0
Donkey Kong Country 3: Dixie Kong's Double Trouble!,SNES,Platform,Nintendo,unknown,E,1996.0,1.17,0.5,1.75,0.08,3.51,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Record of Agarest War,PS3,Role-Playing,Ghostlight,Compile Heart,T,2007.0,0.0,0.03,0.03,0.01,0.07,67.0,7.0,6.8,34.0
WWE All Stars,PSP,Fighting,THQ,THQ,T,2011.0,0.12,0.04,0.0,0.03,0.18,70.0,4.0,6.6,5.0
Skylanders Giants,Wii,Action,Activision,Toys for Bob,E10+,2012.0,1.48,0.83,0.0,0.21,2.52,78.0,8.0,7.0,20.0
Mortal Kombat: Deadly Alliance,GC,Fighting,Midway Games,Midway,M,2002.0,0.31,0.08,0.0,0.01,0.41,81.0,20.0,8.7,43.0
Harukanaru Toki no Naka de 3: Unmei no Meikyuu Aizouban,PSP,Adventure,Tecmo Koei,unknown,E,2009.0,0.0,0.0,0.04,0.0,0.04,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Heroes of Mana,DS,Strategy,Square Enix,Brownie Brown,E10+,2007.0,0.07,0.01,0.05,0.01,0.14,66.0,32.0,7.126899879372738,163.0088459991958
Tennis no Oji-Sama: 2005 Crystal Drive,DS,Sports,Konami Digital Entertainment,unknown,E,2004.0,0.0,0.0,0.05,0.0,0.05,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Egg Mania: Eggstreme Madness,XB,Puzzle,Kemco,HotGen,E,2002.0,0.01,0.0,0.0,0.0,0.01,58.0,7.0,7.126899879372738,163.0088459991958
I Am In The Movie,PSP,Simulation,Namco Bandai Games,unknown,E,2012.0,0.0,0.0,0.06,0.0,0.06,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
DiRT,X360,Racing,Codemasters,Codemasters,E,2007.0,0.38,0.4,0.0,0.09,0.87,83.0,59.0,7.4,94.0
Rise of the Kasai,PS2,Action,Sony Computer Entertainment,BottleRocket Entertainment,M,2005.0,0.09,0.07,0.0,0.02,0.19,68.0,37.0,8.0,5.0
Sports Car GT,PS,Racing,Electronic Arts,unknown,E,1999.0,0.12,0.08,0.0,0.01,0.22,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
NBA Jam,XB,Sports,Acclaim Entertainment,Acclaim,E,2003.0,0.1,0.03,0.0,0.0,0.14,68.0,17.0,9.1,7.0
SingStar Dance,PS3,Misc,Sony Computer Entertainment,SCEE London Studio,T,2010.0,0.09,0.31,0.0,0.11,0.52,65.0,21.0,3.9,8.0
Grand Theft Auto III,PC,Action,Take-Two Interactive,"DMA Design, Rockstar North",M,2002.0,0.0,0.01,0.0,0.0,0.01,93.0,20.0,8.4,805.0
Rise of the Tomb Raider,X360,Adventure,Square Enix,Nixxes Software,M,2015.0,0.18,0.11,0.0,0.03,0.32,68.9971185166625,26.440992232523175,7.5,178.0
Final Fight: Streetwise,XB,Action,Capcom,Secret Level,M,2006.0,0.01,0.0,0.0,0.0,0.02,42.0,29.0,4.0,4.0
Shin Megami Tensei II,SNES,Role-Playing,Atlus,unknown,E,1994.0,0.0,0.0,0.37,0.0,0.37,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Horse Life,DS,Simulation,Game Life,Neko Entertainment,E,2007.0,0.09,0.02,0.0,0.01,0.12,68.0,9.0,7.126899879372738,163.0088459991958
Nakayoshi All-Stars: Mezase Gakuen Idol,DS,Misc,Creative Core,unknown,E,2008.0,0.0,0.0,0.01,0.0,0.01,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Max Payne,GBA,Shooter,Take-Two Interactive,Mobius Entertainment,M,2003.0,0.02,0.01,0.0,0.0,0.03,78.0,33.0,7.8,13.0
We Sing UK Hits,Wii,Misc,Nordic Games,Le Cortex,T,2011.0,0.0,0.13,0.0,0.02,0.15,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Madden NFL 10,PS3,Sports,Electronic Arts,EA Tiburon,E,2009.0,2.03,0.13,0.0,0.21,2.37,85.0,41.0,6.8,58.0
BlazBlue: Calamity Trigger,PC,Fighting,PQube,Arc System Works,T,2010.0,0.0,0.01,0.0,0.0,0.01,68.9971185166625,26.440992232523175,8.7,26.0
Miami Nights: Singles in the City,DS,Simulation,Ubisoft,Gameloft,T,2008.0,0.08,0.0,0.0,0.01,0.08,48.0,6.0,7.1,7.0
Shrek Super Party,XB,Misc,TDK Mediactive,Mass Media,E,2002.0,0.1,0.03,0.0,0.0,0.13,33.0,9.0,8.0,11.0
Naruto Shippuden: Ultimate Ninja Storm Generations,PS3,Fighting,Namco Bandai Games,"CyberConnect2, Racjin",T,2012.0,0.27,0.24,0.14,0.08,0.73,74.0,23.0,7.1,83.0
Army Men: Sarge's Heroes 2,N64,Shooter,3DO,unknown,E,2000.0,0.34,0.07,0.0,0.0,0.42,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Dorabase DS: Dramatic Stadium,DS,Sports,Namco Bandai Games,unknown,E,2007.0,0.0,0.0,0.21,0.0,0.21,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Durarara!! 3way Standoff: Alley,PSP,Adventure,Kadokawa Shoten,unknown,E,2011.0,0.0,0.0,0.04,0.0,0.04,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Girls und Panzer: I Will Master Tankery,PSV,Action,Namco Bandai Games,unknown,E,2014.0,0.0,0.0,0.09,0.0,0.09,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
UEFA Euro 2008 Austria-Switzerland,PS2,Sports,Electronic Arts,unknown,E,2008.0,0.03,0.0,0.0,0.28,0.32,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Shin Megami Tensei: Strange Journey,DS,Role-Playing,Atlus,Atlus,M,2009.0,0.13,0.0,0.14,0.01,0.28,80.0,26.0,8.7,69.0
MLB 14: The Show,PS3,Sports,Sony Computer Entertainment America,SCEA San Diego Studios,E,2014.0,0.35,0.0,0.0,0.08,0.43,81.0,26.0,6.8,79.0
Enemy Territory: Quake Wars,PS3,Shooter,Activision,"Z-Axis, Ltd.",T,2008.0,0.23,0.07,0.0,0.04,0.35,60.0,30.0,6.4,14.0
Nanashi no Game,DS,Adventure,Square Enix,unknown,E,2008.0,0.0,0.0,0.08,0.0,0.08,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
FIFA Soccer 64,N64,Sports,Electronic Arts,unknown,E,1997.0,0.16,0.3,0.0,0.03,0.49,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
MLB Power Pros,PS2,Sports,Konami Digital Entertainment,Konami,E,2007.0,0.0,0.0,0.11,0.0,0.11,80.0,10.0,8.8,11.0
NBA Ballers: Chosen One,X360,Sports,Midway Games,Midway,E,2008.0,0.17,0.0,0.0,0.01,0.19,55.0,42.0,4.2,15.0
Lost Planet 2,X360,Shooter,Capcom,unknown,E,2010.0,0.38,0.23,0.08,0.06,0.76,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Mobile Suit Gundam Seed Destiny: Rengou vs. Z.A.F.T. II Plus,PS2,Shooter,Namco Bandai Games,unknown,E,2006.0,0.0,0.0,0.49,0.0,0.49,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Street Fighter IV,PS3,Fighting,Capcom,Capcom,T,2009.0,2.03,1.04,0.58,0.52,4.16,94.0,61.0,7.3,330.0
Biker Mice From Mars,PS2,Racing,Game Factory,Creat Studios,E10+,2006.0,0.03,0.02,0.0,0.01,0.06,27.0,4.0,7.126899879372738,163.0088459991958
Winning Post 4,PS,Sports,Tecmo Koei,unknown,E,1999.0,0.0,0.0,0.14,0.01,0.15,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Odin Sphere: Leifthrasir,PS4,Role-Playing,Nippon Ichi Software,Vanillaware,T,2016.0,0.07,0.04,0.07,0.02,0.2,87.0,49.0,8.2,178.0
Guitar Hero: Smash Hits,PS3,Misc,Activision,Beenox,T,2009.0,0.2,0.11,0.0,0.05,0.35,73.0,34.0,7.2,9.0
Ring of Red,PS2,Strategy,Konami Digital Entertainment,Konami,T,2000.0,0.06,0.04,0.0,0.01,0.11,82.0,15.0,8.7,11.0
Shinseiki Evangelion Ayanami Ikusei Keikaku DS with Asuka Hokan Keikaku,DS,Simulation,Broccoli,unknown,E,2008.0,0.0,0.0,0.03,0.0,0.03,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Downtown Nekketsu Koushinkyoku: Soreyuke Daiundoukai All-Star Special,PS3,Action,Arc System Works,unknown,E,2015.0,0.0,0.0,0.02,0.0,0.02,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Imagine: Figure Skater (US sales),DS,Sports,Ubisoft,unknown,E,2007.0,0.46,0.01,0.0,0.0,0.46,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
GA - Geijutsuka Art Design Class: Slapstick Wonder Land,PSP,Adventure,Russel,unknown,E,2010.0,0.0,0.0,0.02,0.0,0.02,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Triple Play 97,PS,Sports,Electronic Arts Victor,unknown,E,1996.0,0.21,0.15,0.0,0.03,0.38,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Sword Art Online: Hollow Fragment,PSV,Role-Playing,Namco Bandai Games,Bandai Namco Games,T,2014.0,0.0,0.0,0.3,0.0,0.3,67.0,28.0,7.6,131.0
The Sims 2: Open for Business,PC,Simulation,Electronic Arts,Maxis,T,2006.0,0.46,0.05,0.0,0.0,0.52,78.0,29.0,8.6,35.0
Brain Boost: Gamma Wave,DS,Puzzle,505 Games,Interchannel,E,2005.0,0.14,0.0,0.0,0.01,0.15,40.0,12.0,7.126899879372738,163.0088459991958
Aqua Aqua,PS2,Puzzle,3DO,Zed Two Limited,E,2000.0,0.05,0.04,0.0,0.01,0.11,79.0,14.0,7.126899879372738,163.0088459991958
Katamari Forever,PS3,Puzzle,Namco Bandai Games,Bandai Namco Games,E,2009.0,0.26,0.04,0.06,0.04,0.4,74.0,51.0,8.1,50.0
Legends of Oz: Dorothy's Return,3DS,Puzzle,GameMill Entertainment,Black Lantern Studios,E,2014.0,0.0,0.01,0.0,0.0,0.01,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Bratz Kidz,DS,Misc,Game Factory,Neko Entertainment,E,2008.0,0.03,0.0,0.0,0.0,0.04,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Mia Hamm Soccer 64,N64,Sports,THQ,unknown,E,2000.0,0.06,0.01,0.0,0.0,0.07,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Tekken 6,PSP,Fighting,Namco Bandai Games,"Namco Bandai Games America, Namco Bandai Games",T,2009.0,0.15,0.03,0.1,0.03,0.32,82.0,39.0,8.2,68.0
Warhammer: Battle For Atluma,PSP,Action,Namco Bandai Games,Sabertooth Games,T,2006.0,0.06,0.0,0.0,0.01,0.07,55.0,8.0,7.4,8.0
Megamind: Mega Team Unite,Wii,Adventure,THQ,THQ,E10+,2010.0,0.15,0.06,0.0,0.02,0.23,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Double Pack: Finding Nemo / The Incredibles,XB,Action,THQ,unknown,E,2006.0,0.31,0.09,0.0,0.01,0.42,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
